"# Steady-state ppERK dose responses of the curated model, computed to"
# reproduce the six model panels of Fig. 3 in Imoto et al. (2026).
"# Written by run_imoto2026.py; integrator BDF, atol=rtol=1e-07,"
"# t_end=5000 s, continuation along the dose ladder."
# Cobimetinib fM = 1.
panel,cell,drug,KSR_nM,dose_over_Kd,dose_nM,ppERK_nM,ppERK_norm
D,PSN1,type_I_half_RAFi,30,5,5,1232.587301,0.708938
D,PSN1,type_I_half_RAFi,30,6,6,1155.736882,0.664737
D,PSN1,type_I_half_RAFi,30,8,8,1038.636516,0.597385
D,PSN1,type_I_half_RAFi,30,10,10,953.168014,0.548227
D,PSN1,type_I_half_RAFi,30,12,12,887.521170,0.510469
D,PSN1,type_I_half_RAFi,30,15,15,812.598130,0.467376
D,PSN1,type_I_half_RAFi,30,20,20,725.119895,0.417062
D,PSN1,type_I_half_RAFi,30,25,25,664.219532,0.382034
D,PSN1,type_I_half_RAFi,30,30,30,618.543266,0.355763
D,PSN1,type_I_half_RAFi,30,35,35,582.582099,0.335079
D,PSN1,type_I_half_RAFi,30,40,40,553.261407,0.318215
D,PSN1,type_I_half_RAFi,30,45,45,528.720278,0.304100
D,PSN1,type_I_half_RAFi,30,50,50,507.754033,0.292041
D,PSN1,type_I_half_RAFi,50,0,0,1940.442164,1.000000
D,PSN1,type_I_half_RAFi,50,0.2,0.2,2010.209620,1.035954
D,PSN1,type_I_half_RAFi,50,0.4,0.4,2006.090451,1.033832
D,PSN1,type_I_half_RAFi,50,0.6,0.6,1975.973175,1.018311
D,PSN1,type_I_half_RAFi,50,0.8,0.8,1935.956237,0.997688
D,PSN1,type_I_half_RAFi,50,1,1,1892.424656,0.975254
D,PSN1,type_I_half_RAFi,50,1.2,1.2,1848.270814,0.952500
D,PSN1,type_I_half_RAFi,50,1.4,1.4,1804.893596,0.930146
D,PSN1,type_I_half_RAFi,50,1.6,1.6,1762.978724,0.908545
D,PSN1,type_I_half_RAFi,50,1.8,1.8,1722.843672,0.887861
D,PSN1,type_I_half_RAFi,50,2,2,1684.608517,0.868157
D,PSN1,type_I_half_RAFi,50,2.5,2.5,1597.271114,0.823148
D,PSN1,type_I_half_RAFi,50,3,3,1520.765235,0.783721
D,PSN1,type_I_half_RAFi,50,4,4,1394.213404,0.718503
D,PSN1,type_I_half_RAFi,50,5,5,1294.250215,0.666987
D,PSN1,type_I_half_RAFi,50,6,6,1213.310669,0.625275
D,PSN1,type_I_half_RAFi,50,8,8,1089.783036,0.561616
D,PSN1,type_I_half_RAFi,50,10,10,999.479697,0.515078
D,PSN1,type_I_half_RAFi,50,12,12,930.077598,0.479312
D,PSN1,type_I_half_RAFi,50,15,15,850.883572,0.438500
D,PSN1,type_I_half_RAFi,50,20,20,758.459419,0.390869
D,PSN1,type_I_half_RAFi,50,25,25,694.170344,0.357738
D,PSN1,type_I_half_RAFi,50,30,30,646.014019,0.332921
D,PSN1,type_I_half_RAFi,50,35,35,608.140264,0.313403
D,PSN1,type_I_half_RAFi,50,40,40,577.290904,0.297505
D,PSN1,type_I_half_RAFi,50,45,45,551.488737,0.284208
D,PSN1,type_I_half_RAFi,50,50,50,529.459997,0.272855
D,PSN1,type_I_half_RAFi,100,0,0,2264.846778,1.000000
D,PSN1,type_I_half_RAFi,100,0.2,0.2,2262.451110,0.998942
D,PSN1,type_I_half_RAFi,100,0.4,0.4,2229.460837,0.984376
D,PSN1,type_I_half_RAFi,100,0.6,0.6,2184.712729,0.964618
D,PSN1,type_I_half_RAFi,100,0.8,0.8,2135.867998,0.943052
D,PSN1,type_I_half_RAFi,100,1,1,2086.239395,0.921139
D,PSN1,type_I_half_RAFi,100,1.2,1.2,2037.401406,0.899576
D,PSN1,type_I_half_RAFi,100,1.4,1.4,1990.123393,0.878701
D,PSN1,type_I_half_RAFi,100,1.6,1.6,1944.771908,0.858677
D,PSN1,type_I_half_RAFi,100,1.8,1.8,1901.492068,0.839568
D,PSN1,type_I_half_RAFi,100,2,2,1860.307733,0.821383
D,PSN1,type_I_half_RAFi,100,2.5,2.5,1766.149160,0.779810
D,PSN1,type_I_half_RAFi,100,3,3,1683.373216,0.743261
D,PSN1,type_I_half_RAFi,100,4,4,1545.547745,0.682407
D,PSN1,type_I_half_RAFi,100,5,5,1435.797993,0.633949
D,PSN1,type_I_half_RAFi,100,6,6,1346.374632,0.594466
D,PSN1,type_I_half_RAFi,100,8,8,1209.092178,0.533852
D,PSN1,type_I_half_RAFi,100,10,10,1108.200972,0.489305
D,PSN1,type_I_half_RAFi,100,12,12,1030.463313,0.454981
D,PSN1,type_I_half_RAFi,100,15,15,941.686508,0.415784
D,PSN1,type_I_half_RAFi,100,20,20,838.058769,0.370029
D,PSN1,type_I_half_RAFi,100,25,25,766.010987,0.338218
D,PSN1,type_I_half_RAFi,100,30,30,712.132876,0.314429
D,PSN1,type_I_half_RAFi,100,35,35,669.824928,0.295748
D,PSN1,type_I_half_RAFi,100,40,40,635.409927,0.280553
D,PSN1,type_I_half_RAFi,100,45,45,606.659936,0.267859
D,PSN1,type_I_half_RAFi,100,50,50,582.140027,0.257033
E,MCF7,cobimetinib,0,0,0,267.342998,1.000000
E,MCF7,cobimetinib,0,0.2,2,237.339594,0.887772
E,MCF7,cobimetinib,0,0.4,4,214.957905,0.804053
E,MCF7,cobimetinib,0,0.6,6,197.571607,0.739019
E,MCF7,cobimetinib,0,0.8,8,183.603827,0.686773
E,MCF7,cobimetinib,0,1,10,172.085133,0.643687
E,MCF7,cobimetinib,0,1.5,15,150.348068,0.562379
E,MCF7,cobimetinib,0,2,20,134.869627,0.504482
E,MCF7,cobimetinib,0,2.5,25,123.121474,0.460537
E,MCF7,cobimetinib,0,3,30,113.794586,0.425650
E,MCF7,cobimetinib,0,4,40,99.695735,0.372913
E,MCF7,cobimetinib,0,5,50,89.325522,0.334123
E,MCF7,cobimetinib,0,6,60,81.219930,0.303804
E,MCF7,cobimetinib,0,7,70,74.611620,0.279086
E,MCF7,cobimetinib,0,8,80,69.055490,0.258303
E,MCF7,cobimetinib,0,9,90,64.274050,0.240418
E,MCF7,cobimetinib,0,10,100,60.084051,0.224745
E,MCF7,cobimetinib,15,0,0,463.790369,1.000000
E,MCF7,cobimetinib,15,0.2,2,431.663565,0.930730
E,MCF7,cobimetinib,15,0.4,4,407.302563,0.878204
E,MCF7,cobimetinib,15,0.6,6,387.635915,0.835800
E,MCF7,cobimetinib,15,0.8,8,371.260805,0.800493
E,MCF7,cobimetinib,15,1,10,357.298377,0.770388
E,MCF7,cobimetinib,15,1.5,15,329.583692,0.710631
E,MCF7,cobimetinib,15,2,20,308.437484,0.665036
E,MCF7,cobimetinib,15,2.5,25,291.388427,0.628276
E,MCF7,cobimetinib,15,3,30,277.085983,0.597438
E,MCF7,cobimetinib,15,4,40,253.803724,0.547238
E,MCF7,cobimetinib,15,5,50,234.932543,0.506549
E,MCF7,cobimetinib,15,6,60,218.735798,0.471626
E,MCF7,cobimetinib,15,7,70,204.244057,0.440380
E,MCF7,cobimetinib,15,8,80,190.877646,0.411560
E,MCF7,cobimetinib,15,9,90,178.279856,0.384397
E,MCF7,cobimetinib,15,10,100,166.241180,0.358440
E,MCF7,cobimetinib,30,0,0,565.734626,1.000000
E,MCF7,cobimetinib,30,0.2,2,531.176353,0.938914
E,MCF7,cobimetinib,30,0.4,4,504.081511,0.891021
E,MCF7,cobimetinib,30,0.6,6,481.999777,0.851989
E,MCF7,cobimetinib,30,0.8,8,463.465411,0.819228
E,MCF7,cobimetinib,30,1,10,447.550527,0.791096
E,MCF7,cobimetinib,30,1.5,15,415.618503,0.734653
E,MCF7,cobimetinib,30,2,20,390.929716,0.691013
E,MCF7,cobimetinib,30,2.5,25,370.769801,0.655378
E,MCF7,cobimetinib,30,3,30,353.644095,0.625106
E,MCF7,cobimetinib,30,4,40,325.230677,0.574882
E,MCF7,cobimetinib,30,5,50,301.533574,0.532995
E,MCF7,cobimetinib,30,6,60,280.543961,0.495893
E,MCF7,cobimetinib,30,7,70,261.121348,0.461562
E,MCF7,cobimetinib,30,8,80,242.594215,0.428813
E,MCF7,cobimetinib,30,9,90,224.595993,0.396999
E,MCF7,cobimetinib,30,10,100,206.997602,0.365892
E,MCF7,cobimetinib,50,0,0,668.328968,1.000000
E,MCF7,cobimetinib,50,0.2,2,631.105200,0.944303
E,MCF7,cobimetinib,50,0.4,4,600.970793,0.899214
E,MCF7,cobimetinib,50,0.6,6,576.222559,0.862184
E,MCF7,cobimetinib,50,0.8,8,555.313843,0.830899
E,MCF7,cobimetinib,50,1,10,537.253996,0.803877
E,MCF7,cobimetinib,50,1.5,15,500.680082,0.749152
E,MCF7,cobimetinib,50,2,20,472.084011,0.706365
E,MCF7,cobimetinib,50,2.5,25,448.462907,0.671021
E,MCF7,cobimetinib,50,3,30,428.161298,0.640645
E,MCF7,cobimetinib,50,4,40,393.852290,0.589309
E,MCF7,cobimetinib,50,5,50,364.442007,0.545303
E,MCF7,cobimetinib,50,6,60,337.603807,0.505146
E,MCF7,cobimetinib,50,7,70,312.020848,0.466867
E,MCF7,cobimetinib,50,8,80,286.984020,0.429405
E,MCF7,cobimetinib,50,9,90,262.259671,0.392411
E,MCF7,cobimetinib,50,10,100,238.018770,0.356140
E,MCF7,cobimetinib,100,0,0,862.543308,1.000000
E,MCF7,cobimetinib,100,0.2,2,819.195073,0.949744
E,MCF7,cobimetinib,100,0.4,4,783.118752,0.907918
E,MCF7,cobimetinib,100,0.6,6,753.133845,0.873155
E,MCF7,cobimetinib,100,0.8,8,727.531070,0.843472
E,MCF7,cobimetinib,100,1,10,705.204861,0.817588
E,MCF7,cobimetinib,100,1.5,15,659.294509,0.764361
E,MCF7,cobimetinib,100,2,20,622.670447,0.721901
E,MCF7,cobimetinib,100,2.5,25,591.777448,0.686084
E,MCF7,cobimetinib,100,3,30,564.640747,0.654623
E,MCF7,cobimetinib,100,4,40,517.175221,0.599593
E,MCF7,cobimetinib,100,5,50,474.388615,0.549988
E,MCF7,cobimetinib,100,6,60,433.366820,0.502429
E,MCF7,cobimetinib,100,7,70,392.683583,0.455262
E,MCF7,cobimetinib,100,8,80,352.155141,0.408275
E,MCF7,cobimetinib,100,9,90,312.651525,0.362476
E,MCF7,cobimetinib,100,10,100,275.559989,0.319474
F,PSN1,cobimetinib,0,0,0,1180.709069,1.000000
F,PSN1,cobimetinib,0,0.2,2,1061.665933,0.899177
F,PSN1,cobimetinib,0,0.4,4,967.777085,0.819658
F,PSN1,cobimetinib,0,0.6,6,892.148797,0.755604
F,PSN1,cobimetinib,0,0.8,8,830.034839,0.702997
F,PSN1,cobimetinib,0,1,10,778.150327,0.659053
F,PSN1,cobimetinib,0,1.5,15,679.385073,0.575404
F,PSN1,cobimetinib,0,2,20,608.999772,0.515792
F,PSN1,cobimetinib,0,3,30,513.553196,0.434953
F,PSN1,cobimetinib,0,4,40,449.368100,0.380592
F,PSN1,cobimetinib,0,5,50,400.943321,0.339578
F,PSN1,cobimetinib,0,6,60,361.383662,0.306073
F,PSN1,cobimetinib,0,7,70,327.204720,0.277126
F,PSN1,cobimetinib,0,8,80,296.529103,0.251145
F,PSN1,cobimetinib,0,10,100,242.225849,0.205153
F,PSN1,cobimetinib,0,12,120,195.737130,0.165779
F,PSN1,cobimetinib,0,14,140,157.389429,0.133301
F,PSN1,cobimetinib,0,16,160,127.150564,0.107690
F,PSN1,cobimetinib,0,18,180,103.875530,0.087977
F,PSN1,cobimetinib,0,20,200,86.018141,0.072853
F,PSN1,cobimetinib,15,0,0,1527.762549,1.000000
F,PSN1,cobimetinib,15,0.2,2,1420.050098,0.929497
F,PSN1,cobimetinib,15,0.4,4,1332.286429,0.872051
F,PSN1,cobimetinib,15,0.6,6,1258.888271,0.824008
F,PSN1,cobimetinib,15,0.8,8,1196.218322,0.782987
F,PSN1,cobimetinib,15,1,10,1141.775142,0.747351
F,PSN1,cobimetinib,15,1.5,15,1031.078313,0.674894
F,PSN1,cobimetinib,15,2,20,944.448154,0.618190
F,PSN1,cobimetinib,15,3,30,811.257712,0.531010
F,PSN1,cobimetinib,15,4,40,706.562394,0.462482
F,PSN1,cobimetinib,15,5,50,616.533820,0.403553
F,PSN1,cobimetinib,15,6,60,535.554100,0.350548
F,PSN1,cobimetinib,15,7,70,462.023258,0.302418
F,PSN1,cobimetinib,15,8,80,396.275383,0.259383
F,PSN1,cobimetinib,15,10,100,290.429130,0.190101
F,PSN1,cobimetinib,15,12,120,216.312027,0.141587
F,PSN1,cobimetinib,15,14,140,165.523801,0.108344
F,PSN1,cobimetinib,15,16,160,130.129630,0.085177
F,PSN1,cobimetinib,15,18,180,104.754349,0.068567
F,PSN1,cobimetinib,15,20,200,86.035446,0.056315
F,PSN1,cobimetinib,30,0,0,1738.638940,1.000000
F,PSN1,cobimetinib,30,0.2,2,1634.110918,0.939879
F,PSN1,cobimetinib,30,0.4,4,1546.986231,0.889769
F,PSN1,cobimetinib,30,0.6,6,1472.624058,0.846998
F,PSN1,cobimetinib,30,0.8,8,1407.901577,0.809772
F,PSN1,cobimetinib,30,1,10,1350.641705,0.776839
F,PSN1,cobimetinib,30,1.5,15,1230.789995,0.707904
F,PSN1,cobimetinib,30,2,20,1133.120653,0.651729
F,PSN1,cobimetinib,30,3,30,974.549481,0.560524
F,PSN1,cobimetinib,30,4,40,841.396241,0.483940
F,PSN1,cobimetinib,30,5,50,721.411297,0.414929
F,PSN1,cobimetinib,30,6,60,611.631304,0.351787
F,PSN1,cobimetinib,30,7,70,513.527056,0.295362
F,PSN1,cobimetinib,30,8,80,429.291503,0.246912
F,PSN1,cobimetinib,30,10,100,302.966166,0.174255
F,PSN1,cobimetinib,30,12,120,220.918167,0.127064
F,PSN1,cobimetinib,30,14,140,167.050298,0.096081
F,PSN1,cobimetinib,30,16,160,130.397371,0.075000
F,PSN1,cobimetinib,30,18,180,104.498387,0.060104
F,PSN1,cobimetinib,30,20,200,85.572632,0.049218
F,PSN1,cobimetinib,50,0,0,1940.442165,1.000000
F,PSN1,cobimetinib,50,0.2,2,1838.808135,0.947623
F,PSN1,cobimetinib,50,0.4,4,1752.246102,0.903014
F,PSN1,cobimetinib,50,0.6,6,1676.885012,0.864177
F,PSN1,cobimetinib,50,0.8,8,1610.070605,0.829744
F,PSN1,cobimetinib,50,1,10,1549.917293,0.798744
F,PSN1,cobimetinib,50,1.5,15,1420.409891,0.732003
F,PSN1,cobimetinib,50,2,20,1310.688210,0.675459
F,PSN1,cobimetinib,50,3,30,1123.096403,0.578784
F,PSN1,cobimetinib,50,4,40,956.663793,0.493013
F,PSN1,cobimetinib,50,5,50,802.963833,0.413805
F,PSN1,cobimetinib,50,6,60,663.967072,0.342173
F,PSN1,cobimetinib,50,7,70,544.507231,0.280610
F,PSN1,cobimetinib,50,8,80,446.767224,0.230240
F,PSN1,cobimetinib,50,10,100,308.271924,0.158867
F,PSN1,cobimetinib,50,12,120,222.372566,0.114599
F,PSN1,cobimetinib,50,14,140,167.190186,0.086161
F,PSN1,cobimetinib,50,16,160,130.062122,0.067027
F,PSN1,cobimetinib,50,18,180,104.000050,0.053596
F,PSN1,cobimetinib,50,20,200,85.036665,0.043823
F,PSN1,cobimetinib,100,0,0,2264.846778,1.000000
F,PSN1,cobimetinib,100,0.2,2,2170.430338,0.958312
F,PSN1,cobimetinib,100,0.4,4,2086.489655,0.921250
F,PSN1,cobimetinib,100,0.6,6,2010.538957,0.887715
F,PSN1,cobimetinib,100,0.8,8,1940.764408,0.856908
F,PSN1,cobimetinib,100,1,10,1875.811894,0.828229
F,PSN1,cobimetinib,100,1.5,15,1728.300615,0.763098
F,PSN1,cobimetinib,100,2,20,1594.188798,0.703884
F,PSN1,cobimetinib,100,3,30,1345.094103,0.593901
F,PSN1,cobimetinib,100,4,40,1110.462358,0.490304
F,PSN1,cobimetinib,100,5,50,896.052470,0.395635
F,PSN1,cobimetinib,100,6,60,713.900696,0.315209
F,PSN1,cobimetinib,100,7,70,569.201143,0.251320
F,PSN1,cobimetinib,100,8,80,458.467732,0.202428
F,PSN1,cobimetinib,100,10,100,310.689063,0.137179
F,PSN1,cobimetinib,100,12,120,222.773998,0.098362
F,PSN1,cobimetinib,100,14,140,167.256713,0.073849
F,PSN1,cobimetinib,100,16,160,130.162157,0.057471
F,PSN1,cobimetinib,100,18,180,104.184548,0.046001
F,PSN1,cobimetinib,100,20,200,85.286076,0.037656
